"season","week","gameDate","quarter","clock","gameId","playId","kteamname","rteamname","kteamscore","rteamscore","playDescription","penaltyCodes","penaltyYards","penaltyJerseyNumbers","kickLength","returner","n"
2019,9,"11/03/2019",3,"13:28",2019110310,1923,"GB","LAC",0,9,"(13:28) J.Scott punts 52 yards to LAC 23, Center-H.Bradley. D.King to LAC 23 for no gain (W.Redmond).",NA,NA,NA,52,"Desmond King",112
2019,9,"11/03/2019",3,"13:40",2019110308,2334,"SEA","TB",13,21,"(13:40) M.Dickson punts 63 yards to TB 21, Center-T.Ott. T.Logan to TB 33 for 12 yards (B.Burr-Kirven; N.Thorpe).",NA,NA,NA,63,"T.J. Logan",139
2019,9,"11/03/2019",3,"3:35",2019110302,2910,"TEN","CAR",7,24,"(3:35) B.Kern punts 51 yards to CAR 39, Center-B.Brinkley. G.Dortch to 50 for 11 yards (K.Byard, M.Pruitt).",NA,NA,NA,51,"Greg Dortch",168
2019,9,"11/03/2019",3,"3:39",2019110303,3099,"MIN","KC",16,17,"(3:39) B.Colquitt punts 49 yards to KC 19, Center-A.Cutting. M.Hardman to KC 34 for 15 yards (M.Boone; B.Gedeon).",NA,NA,NA,49,"Mecole Hardman",124
2019,9,"11/03/2019",3,"4:11",2019110305,2871,"PHI","CHI",19,7,"(4:11) C.Johnston punts 51 yards to CHI 13, Center-R.Lovato. T.Cohen to CHI 37 for 24 yards (C.Johnston; N.Gerry). PENALTY on PHI-R.Ford, Unsportsmanlike Conduct, 15 yards, enforced at CHI 37.","UNSd",-15,"PHI 36",51,"Tarik Cohen",150
2019,9,"11/03/2019",4,"10:23",2019110305,3458,"PHI","CHI",19,14,"(10:23) C.Johnston punts 45 yards to CHI 30, Center-R.Lovato. T.Cohen to CHI 30 for no gain (D.Riley).",NA,NA,NA,45,"Tarik Cohen",121
2019,9,"11/03/2019",4,"12:16",2019110308,3473,"TB","SEA",24,24,"(12:16) B.Pinion punts 45 yards to SEA 23, Center-Z.Triner. T.Lockett pushed ob at SEA 31 for 8 yards (K.Minter).",NA,NA,NA,45,"Tyler Lockett",130
2019,9,"11/03/2019",4,"14:52",2019110301,2638,"BUF","WAS",17,9,"(14:52) C.Bojorquez punts 46 yards to WAS 28, Center-R.Ferguson. T.Quinn to WAS 28 for no gain (S.Perry).",NA,NA,NA,46,"Trey Quinn",119
2019,9,"11/03/2019",4,"4:07",2019110306,3681,"IND","PIT",24,26,"(4:07) (Punt formation) R.Sanchez punts 44 yards to PIT 20, Center-L.Rhodes. R.Switzer to PIT 20 for no gain (B.Okereke). PENALTY on IND-B.Okereke, Unnecessary Roughness, 15 yards, enforced at PIT 20.","UNRd",-15,"IND 58",44,"Ryan Switzer",92
2019,9,"11/03/2019",4,"7:30",2019110309,3417,"DEN","CLE",24,19,"(7:30) C.Wadman punts 49 yards to CLE 6, Center-C.Kreiter. D.Hilliard pushed ob at CLE 12 for 6 yards (J.Jones).",NA,NA,NA,49,"Dontrell Hilliard",106
2019,9,"11/03/2019",4,"8:20",2019110300,3384,"HOU","JAX",19,3,"(8:20) (Punt formation) B.Anger punts 47 yards to JAX 19, Center-J.Weeks. M.Walker to JAX 20 for 1 yard (Z.Cunningham).",NA,NA,NA,47,"Michael Walker",129
2019,9,"11/03/2019",4,"9:21",2019110307,3419,"DET","OAK",17,24,"(9:21) S.Martin punts 47 yards to OAK 11, Center-D.Muhlbach. T.Davis to OAK 27 for 16 yards (J.Reeves-Maybin; S.Longa).",NA,NA,NA,47,"Trevor Davis",129
2019,9,"11/03/2019",4,"9:35",2019110304,3656,"NYJ","MIA",15,24,"(9:35) (Punt formation) L.Edwards punts 48 yards to MIA 35, Center-T.Hennessy. P.Williams to MIA 45 for 10 yards (B.Copeland).",NA,NA,NA,48,"Preston Williams",130
2019,9,"11/04/2019",1,"6:47",2019110400,593,"NYG","DAL",3,3,"(6:47) R.Dixon punts 58 yards to DAL 17, Center-Z.DeOssie. T.Austin pushed ob at DAL 26 for 9 yards (J.Tauaefa).",NA,NA,NA,58,"Tavon Austin",123
2019,9,"11/04/2019",3,"8:39",2019110400,2515,"DAL","NYG",13,12,"(8:39) C.Jones punts 46 yards to NYG 20, Center-L.Ladouceur. G.Tate to NYG 35 for 15 yards (D.Thompson; L.Gifford).",NA,NA,NA,46,"Golden Tate",123
2019,9,"11/04/2019",4,"5:50",2019110400,3878,"NYG","DAL",18,30,"(5:50) R.Dixon punts 48 yards to DAL 37, Center-Z.DeOssie. T.Austin pushed ob at NYG 48 for 15 yards (R.Dixon).",NA,NA,NA,48,"Tavon Austin",137
2019,10,"11/07/2019",1,"1:48",2019110700,849,"OAK","LAC",10,0,"(1:48) A.Cole punts 50 yards to LAC 33, Center-T.Sieg. D.King to LAC 47 for 14 yards (K.Wilber). Penalty on LAC-J.Moore, Illegal Block Above the Waist, declined. PENALTY on LAC-R.Jenkins, Offensive Holding, 10 yards, enforced at LAC 33.","IBW;OH",10,"LAC 89;LAC 23",50,"Desmond King",132
2019,10,"11/07/2019",1,"3:01",2019110700,711,"LAC","OAK",0,10,"(3:01) T.Long punts 54 yards to OAK 10, Center-C.Mazza. T.Davis to OAK 20 for 10 yards (N.Dzubnar).",NA,NA,NA,54,"Trevor Davis",126
2019,10,"11/07/2019",2,"6:30",2019110700,1450,"OAK","LAC",10,7,"(6:30) A.Cole punts 41 yards to LAC 40, Center-T.Sieg. D.King ran ob at OAK 49 for 11 yards (A.Ingold). Penalty on LAC-J.Brown, Offensive Holding, offsetting. Penalty on OAK-A.Ingold, Unnecessary Roughness, offsetting.","OH;UNRd",0,"LAC 57;OAK 45",41,"Desmond King",117
2019,10,"11/07/2019",3,"6:52",2019110700,2701,"LAC","OAK",14,20,"(6:52) T.Long punts 40 yards to OAK 31, Center-C.Mazza. T.Davis to OAK 32 for 1 yard (D.Watt).",NA,NA,NA,40,"Trevor Davis",125
2019,10,"11/07/2019",4,"12:19",2019110700,3233,"OAK","LAC",20,17,"(12:19) A.Cole punts 49 yards to LAC 12, Center-T.Sieg. D.King to LAC 20 for 8 yards (N.Morrow).",NA,NA,NA,49,"Desmond King",143
2019,10,"11/10/2019",1,"10:54",2019111009,462,"LA","PIT",7,0,"(10:54) (Punt formation) J.Hekker punts 50 yards to PIT 24, Center-J.McQuaide. D.Johnson pushed ob at PIT 32 for 8 yards (T.Reeder).",NA,NA,NA,50,"Diontae Johnson",116
2019,10,"11/10/2019",1,"11:29",2019111001,276,"CIN","BAL",0,7,"(11:29) (Punt formation) K.Huber punts 53 yards to BAL 17, Center-C.Harris. D.Thomas to BAL 25 for 8 yards (C.Uzomah; Jo.Evans).",NA,NA,NA,53,"De'Anthony Thomas",150
2019,10,"11/10/2019",1,"13:16",2019111009,239,"PIT","LA",0,7,"(13:16) (Punt formation) J.Berry punts 58 yards to LA 18, Center-K.Canaday. J.Natson to LA 16 for -2 yards (J.Holton).",NA,NA,NA,58,"JoJo Natson",101
2019,10,"11/10/2019",1,"5:52",2019111005,510,"NYG","NYJ",0,7,"(5:52) R.Dixon punts 59 yards to NYJ 33, Center-Z.DeOssie. B.Berrios pushed ob at 50 for 17 yards (D.Mayo).",NA,NA,NA,59,"Braxton Berrios",140
2019,10,"11/10/2019",2,":26",2019111008,1994,"MIA","IND",10,0,"(:26) (Punt formation) M.Haack punts 55 yards to IND 13, Center-T.Pepper. C.Rogers to IND 23 for 10 yards (J.Wiltz).",NA,NA,NA,55,"Chester Rogers",118
2019,10,"11/10/2019",2,"1:09",2019111009,2451,"PIT","LA",14,7,"(1:09) (Punt formation) J.Berry punts 59 yards to LA 16, Center-K.Canaday. J.Natson to LA 34 for 18 yards (T.Matakevich, A.Chickillo).",NA,NA,NA,59,"JoJo Natson",143
2019,10,"11/10/2019",2,"1:36",2019111008,1868,"IND","MIA",0,10,"(1:36) (Punt formation) R.Sanchez punts 48 yards to MIA 27, Center-L.Rhodes. M.Sherels to MIA 33 for 6 yards (A.Dulin, C.Geathers).",NA,NA,NA,48,"Marcus Sherels",107
2019,10,"11/10/2019",2,"11:28",2019111000,1276,"CHI","DET",0,3,"(11:28) (Punt formation) P.O'Donnell punts 50 yards to DET 42, Center-P.Scales. J.Agnew to CHI 44 for 14 yards (D.Houston-Carson; B.Braunecker).",NA,NA,NA,50,"Jamal Agnew",137
2019,10,"11/10/2019",2,"14:33",2019111009,1301,"LA","PIT",7,7,"(14:33) (Punt formation) J.Hekker punts 56 yards to PIT 29, Center-J.McQuaide. D.Johnson to PIT 31 for 2 yards (J.Mundt). FUMBLES (J.Mundt), recovered by PIT-V.Williams at PIT 29. V.Williams to PIT 29 for no gain (M.Thomas). PENALTY on PIT-V.Williams, Unnecessary Roughness, 15 yards, enforced at PIT 29.","UNR",15,"PIT 98",56,"Diontae Johnson",141
2019,10,"11/10/2019",2,"15:00",2019111002,1043,"CLE","BUF",6,0,"(15:00) J.Gillan punts 53 yards to BUF 12, Center-C.Hughlett. A.Roberts to BUF 24 for 12 yards (D.Hilliard).",NA,NA,NA,53,"Andre Roberts",130
2019,10,"11/10/2019",2,"6:45",2019111010,1562,"MIN","DAL",14,7,"(6:45) (Punt formation) B.Colquitt punts 53 yards to DAL 17, Center-A.Cutting. T.Austin to DAL 17 for no gain (M.Boone).",NA,NA,NA,53,"Tavon Austin",119
2019,10,"11/10/2019",2,"7:54",2019111006,1435,"ARI","TB",6,10,"(7:54) A.Lee punts 52 yards to TB 34, Center-A.Brewer. T.Logan to TB 37 for 3 yards (E.Turner).",NA,NA,NA,52,"T.J. Logan",119
2019,10,"11/10/2019",2,"9:13",2019111000,1480,"DET","CHI",3,0,"(9:13) (Punt formation) S.Martin punts 42 yards to CHI 10, Center-D.Muhlbach. T.Cohen to CHI 11 for 1 yard (D.Virgin).",NA,NA,NA,42,"Tarik Cohen",115
2019,10,"11/10/2019",2,"9:28",2019111004,1338,"NO","ATL",3,10,"(9:28) T.Morstead punts 51 yards to ATL 28, Center-Z.Wood. K.Barner to ATL 49 for 21 yards (J.Gray).",NA,NA,NA,51,"Kenjon Barner",132
2019,10,"11/10/2019",2,"9:36",2019111009,1565,"PIT","LA",7,7,"(9:36) (Punt formation) J.Berry punts 45 yards to LA 10, Center-K.Canaday. J.Natson pushed ob at LA 15 for 5 yards (R.Spillane).",NA,NA,NA,45,"JoJo Natson",126
2019,10,"11/10/2019",3,"1:01",2019111005,3007,"NYG","NYJ",27,24,"(1:01) R.Dixon punts 53 yards to NYJ 30, Center-Z.DeOssie. B.Berrios to NYJ 30 for no gain (C.Core).",NA,NA,NA,53,"Braxton Berrios",94
2019,10,"11/10/2019",3,"12:26",2019111008,2312,"MIA","IND",10,0,"(12:26) (Punt formation) M.Haack punts 54 yards to IND 30, Center-T.Pepper. C.Rogers to IND 37 for 7 yards (D.Smythe).",NA,NA,NA,54,"Chester Rogers",125
2019,10,"11/10/2019",3,"12:45",2019111007,2218,"TEN","KC",13,13,"(12:45) (Punt formation) B.Kern punts 65 yards to KC 18, Center-B.Brinkley. M.Hardman to KC 23 for 5 yards (C.Milton).",NA,NA,NA,65,"Mecole Hardman",118
2019,10,"11/10/2019",3,"14:12",2019111008,2159,"IND","MIA",0,10,"(14:12) (Punt formation) R.Sanchez punts 54 yards to MIA 19, Center-L.Rhodes. M.Sherels to MIA 29 for 10 yards (C.Geathers). PENALTY on IND-A.Dulin, Player Out of Bounds on Kick, 5 yards, enforced at MIA 29.","POK",-5,"IND 16",54,"Marcus Sherels",118
2019,10,"11/10/2019",3,"2:03",2019111000,3235,"CHI","DET",20,6,"(2:03) (Punt formation) P.O'Donnell punts 55 yards to DET 25, Center-P.Scales. J.Agnew to DET 32 for 7 yards (S.McManis; D.Houston-Carson).",NA,NA,NA,55,"Jamal Agnew",138
2019,10,"11/10/2019",3,"5:12",2019111006,2980,"TB","ARI",20,20,"(5:12) B.Pinion punts 45 yards to ARI 19, Center-Z.Triner. P.Cooper to ARI 21 for 2 yards (P.O'Connor; J.Watson).",NA,NA,NA,45,"Pharoh Cooper",121
2019,10,"11/10/2019",3,"5:54",2019111008,2721,"MIA","IND",10,3,"(5:54) (Punt formation) M.Haack punts 41 yards to IND 30, Center-T.Pepper. C.Rogers to MIA 49 for 21 yards (P.Laird).",NA,NA,NA,41,"Chester Rogers",143
2019,10,"11/10/2019",3,"9:35",2019111004,2689,"ATL","NO",13,6,"(9:35) R.Allen punts 40 yards to NO 43, Center-J.Harris. D.Harris to ATL 38 for 19 yards (J.Harris).",NA,NA,NA,40,"Deonte Harris",119
2019,10,"11/10/2019",4,":28",2019111005,4074,"NYJ","NYG",34,27,"(:28) L.Edwards punts 45 yards to NYG 8, Center-T.Hennessy. G.Tate to NYG 16 for 8 yards (M.Farley).",NA,NA,NA,45,"Golden Tate",134
2019,10,"11/10/2019",4,"10:57",2019111009,4114,"LA","PIT",12,14,"(10:57) (Punt formation) J.Hekker punts 51 yards to PIT 11, Center-J.McQuaide. D.Johnson to PIT 25 for 14 yards (J.Mundt).",NA,NA,NA,51,"Diontae Johnson",129
2019,10,"11/10/2019",4,"12:59",2019111009,3979,"LA","PIT",10,14,"(12:59) (Punt formation) J.Hekker punts 56 yards to PIT 6, Center-J.McQuaide. R.Switzer to PIT 5 for -1 yards (T.Howard).",NA,NA,NA,56,"Ryan Switzer",139
2019,10,"11/10/2019",4,"2:51",2019111005,3942,"NYG","NYJ",27,34,"(2:51) R.Dixon punts 59 yards to NYJ 38, Center-Z.DeOssie. B.Berrios to 50 for 12 yards (A.Hamilton).",NA,NA,NA,59,"Braxton Berrios",128
2019,10,"11/10/2019",4,"3:40",2019111000,4102,"CHI","DET",20,13,"(3:40) (Punt formation) P.O'Donnell punts 37 yards to DET 42, Center-P.Scales. J.Agnew to DET 48 for 6 yards (N.Kwiatkoski).",NA,NA,NA,37,"Jamal Agnew",101
2019,10,"11/10/2019",4,"9:23",2019111002,3481,"CLE","BUF",12,9,"(9:23) (Punt formation) J.Gillan punts 46 yards to BUF 30, Center-C.Hughlett. A.Roberts to CLE 48 for 22 yards (D.Johnson).",NA,NA,NA,46,"Andre Roberts",150
2019,10,"11/10/2019",4,"9:49",2019111000,3681,"DET","CHI",6,20,"(9:49) (Punt formation) S.Martin punts 58 yards to CHI 31, Center-D.Muhlbach. T.Cohen pushed ob at CHI 49 for 18 yards (L.Thomas). PENALTY on CHI-R.Nall, Illegal Block Above the Waist, 10 yards, enforced at CHI 39.","IBW",10,"CHI 35",58,"Tarik Cohen",146
2019,10,"11/11/2019",1,":40",2019111100,904,"SEA","SF",0,10,"(:40) M.Dickson punts 43 yards to SF 24, Center-T.Ott. R.James Jr. to SF 26 for 2 yards (C.Barton).",NA,NA,NA,43,"Richie James",102
2019,10,"11/11/2019",2,"1:59",2019111100,1796,"SF","SEA",10,7,"(1:59) M.Wishnowsky punts 38 yards to SEA 41, Center-K.Nelson. T.Lockett pushed ob at SF 39 for 20 yards (J.Tartt).",NA,NA,NA,38,"Tyler Lockett",138
2019,11,"11/14/2019",1,":40",2019111400,1064,"CLE","PIT",7,0,"(:40) J.Gillan punts 59 yards to PIT 12, Center-C.Hughlett. D.Johnson to PIT 22 for 10 yards (S.Redwine). PIT-D.Johnson was injured during the play. His return is Probable.",NA,NA,NA,59,"Diontae Johnson",129
2019,11,"11/14/2019",1,"1:36",2019111400,974,"PIT","CLE",0,7,"(1:36) (Punt formation) J.Berry punts 39 yards to CLE 18, Center-K.Canaday. D.Hilliard to CLE 23 for 5 yards (T.Matakevich).",NA,NA,NA,39,"Dontrell Hilliard",120
2019,11,"11/14/2019",1,"13:30",2019111400,129,"PIT","CLE",0,0,"(13:30) (Punt formation) J.Berry punts 54 yards to CLE 24, Center-K.Canaday. D.Hilliard to CLE 35 for 11 yards (O.Adeniyi). PIT-O.Adeniyi was injured during the play. He is Out.",NA,NA,NA,54,"Dontrell Hilliard",119
2019,11,"11/17/2019",1,"1:18",2019111701,806,"CAR","ATL",0,3,"(1:18) (Punt formation) M.Palardy punts 57 yards to ATL 22, Center-J.Jansen. K.Barner for 78 yards, TOUCHDOWN.",NA,NA,NA,57,"Kenjon Barner",207
2019,11,"11/17/2019",1,"10:01",2019111702,499,"DET","DAL",7,0,"(10:01) S.Martin punts 52 yards to DAL 12, Center-D.Muhlbach. T.Austin to DAL 14 for 2 yards (D.Virgin).",NA,NA,NA,52,"Tavon Austin",135
2019,11,"11/17/2019",1,"10:06",2019111703,307,"IND","JAX",0,0,"(10:06) (Punt formation) R.Sanchez punts 43 yards to 50, Center-L.Rhodes. D.Westbrook to 50 for no gain (A.Walker, Z.Franklin). PENALTY on JAX-A.Wingard, Offensive Holding, 10 yards, enforced at 50.","OH",10,"JAX 42",43,"Dede Westbrook",128
2019,11,"11/17/2019",1,"10:27",2019111710,422,"PHI","NE",3,0,"(10:27) C.Johnston punts 51 yards to NE 27, Center-R.Lovato. M.Sanu to NE 26 for -1 yards (C.James; R.Ford).",NA,NA,NA,51,"Mohamed Sanu",113
2019,11,"11/17/2019",1,"11:37",2019111702,360,"DAL","DET",0,7,"(11:37) C.Jones punts 48 yards to DET 37, Center-L.Ladouceur. J.Agnew to DET 47 for 10 yards (D.Thompson). PENALTY on DET-C.Moore, Illegal Block Above the Waist, 10 yards, enforced at DET 40.","IBW",10,"DET 49",48,"Jamal Agnew",118
2019,11,"11/17/2019",1,"12:20",2019111709,136,"OAK","CIN",0,0,"(12:20) A.Cole punts 47 yards to CIN 12, Center-T.Sieg. A.Erickson pushed ob at CIN 27 for 15 yards (F.Moreau).",NA,NA,NA,47,"Alex Erickson",121
2019,11,"11/17/2019",1,"4:36",2019111707,754,"WAS","NYJ",0,6,"(4:36) T.Way punts 60 yards to NYJ 26, Center-N.Sundberg. B.Berrios to NYJ 38 for 12 yards (T.Apke; M.Burton).",NA,NA,NA,60,"Braxton Berrios",128
2019,11,"11/17/2019",1,"8:01",2019111706,425,"TB","NO",0,3,"(8:01) B.Pinion punts 45 yards to NO 24, Center-Z.Triner. A.Kamara to NO 24 for no gain (R.Smith).",NA,NA,NA,45,"Alvin Kamara",101
2019,11,"11/17/2019",1,"9:20",2019111707,502,"WAS","NYJ",0,6,"(9:20) T.Way punts 55 yards to NYJ 9, Center-N.Sundberg. B.Berrios to NYJ 25 for 16 yards (T.Apke; M.Burton).",NA,NA,NA,55,"Braxton Berrios",120
2019,11,"11/17/2019",1,"9:59",2019111704,321,"MIA","BUF",0,3,"(9:59) (Punt formation) M.Haack punts 45 yards to BUF 44, Center-T.Pepper. A.Roberts to MIA 42 for 14 yards (D.Smythe).",NA,NA,NA,45,"Andre Roberts",138
2019,11,"11/17/2019",2,"1:46",2019111706,1782,"NO","TB",20,7,"(1:46) T.Morstead punts 47 yards to TB 36, Center-Z.Wood. T.Logan ran ob at TB 43 for 7 yards (J.Gray).",NA,NA,NA,47,"T.J. Logan",104
2019,11,"11/17/2019",2,"11:14",2019111704,1179,"MIA","BUF",0,13,"(11:14) (Punt formation) M.Haack punts 42 yards to BUF 33, Center-T.Pepper. A.Roberts to BUF 35 for 2 yards (J.Baker).",NA,NA,NA,42,"Andre Roberts",130
2019,11,"11/17/2019",2,"11:54",2019111707,1252,"WAS","NYJ",0,13,"(11:54) T.Way punts 58 yards to NYJ 30, Center-N.Sundberg. B.Berrios to NYJ 45 for 15 yards (M.Burton).",NA,NA,NA,58,"Braxton Berrios",122
2019,11,"11/17/2019",2,"12:07",2019111706,1040,"TB","NO",0,13,"(12:07) B.Pinion punts 38 yards to NO 22, Center-Z.Triner. A.Kamara to NO 49 for 27 yards (J.Watson).",NA,NA,NA,38,"Alvin Kamara",125
2019,11,"11/17/2019",2,"12:43",2019111702,1322,"DET","DAL",7,10,"(12:43) S.Martin punts 57 yards to DAL 23, Center-D.Muhlbach. T.Austin to DAL 17 for -6 yards (M.Killebrew). PENALTY on DAL-J.Jones, Offensive Holding, 10 yards, enforced at DAL 25.","OH",10,"DAL 26",57,"Tavon Austin",163
2019,11,"11/17/2019",2,"12:47",2019111703,963,"JAX","IND",7,7,"(12:47) (Punt formation) L.Cooke punts 48 yards to IND 22, Center-M.Orzech. C.Rogers ran ob at IND 30 for 8 yards (J.Wilson).",NA,NA,NA,48,"Chester Rogers",114
2019,11,"11/17/2019",2,"2:29",2019111707,1862,"NYJ","WAS",13,3,"(2:29) L.Edwards punts 46 yards to WAS 16, Center-T.Hennessy. T.Quinn to WAS 25 for 9 yards (B.Poole).",NA,NA,NA,46,"Trey Quinn",123
2019,11,"11/17/2019",2,"6:19",2019111703,1315,"JAX","IND",7,10,"(6:19) (Punt formation) L.Cooke punts 47 yards to IND 19, Center-M.Orzech. C.Rogers to IND 20 for 1 yard (B.Watson).",NA,NA,NA,47,"Chester Rogers",125
2019,11,"11/17/2019",2,"6:47",2019111700,1558,"HOU","BAL",0,7,"(6:47) (Punt formation) B.Anger punts 36 yards to BAL 26, Center-J.Weeks. D.Thomas to BAL 30 for 4 yards (Z.Cunningham; B.Scarlett).",NA,NA,NA,36,"De'Anthony Thomas",119
2019,11,"11/17/2019",2,"6:54",2019111710,1588,"PHI","NE",10,3,"(6:54) C.Johnston punts 47 yards to NE 38, Center-R.Lovato. M.Sanu to PHI 48 for 14 yards (R.Ford).",NA,NA,NA,47,"Mohamed Sanu",148
2019,11,"11/17/2019",3,"1:44",2019111710,3142,"PHI","NE",10,17,"(1:44) C.Johnston punts 57 yards to NE 38, Center-R.Lovato. M.Sanu to NE 48 for 10 yards (D.Riley).",NA,NA,NA,57,"Mohamed Sanu",126
2019,11,"11/17/2019",3,"2:55",2019111711,2587,"CHI","LA",7,10,"(2:55) P.O'Donnell punts 46 yards to LA 28, Center-P.Scales. J.Natson to LA 28 for no gain (C.Patterson). PENALTY on CHI-C.Patterson, Unsportsmanlike Conduct, 15 yards, enforced at LA 28. Penalty on CHI-R.Nall, Offensive Holding, declined.","UNS;OH",-15,"CHI 84;CHI 35",46,"JoJo Natson",99
2019,11,"11/17/2019",3,"4:51",2019111704,2878,"MIA","BUF",14,30,"(4:51) (Punt formation) M.Haack punts 59 yards to BUF 7, Center-T.Pepper. A.Roberts to BUF 12 for 5 yards (W.Aikens).",NA,NA,NA,59,"Andre Roberts",125
2019,11,"11/17/2019",3,"5:31",2019111709,2617,"OAK","CIN",14,10,"(5:31) A.Cole punts 50 yards to CIN 21, Center-T.Sieg. A.Erickson to CIN 32 for 11 yards (W.Compton; T.Sieg).",NA,NA,NA,50,"Alex Erickson",133
2019,11,"11/17/2019",3,"9:45",2019111708,2755,"ARI","SF",16,17,"(9:45) A.Lee punts 44 yards to SF 35, Center-A.Brewer. R.James Jr. pushed ob at SF 37 for 2 yards (D.Daniels).",NA,NA,NA,44,"Richie James",123
2019,11,"11/17/2019",4,"10:14",2019111710,3634,"NE","PHI",17,10,"(10:14) J.Bailey punts 54 yards to PHI 5, Center-J.Cardona. B.Scott to PHI 12 for 7 yards (J.Bethel).",NA,NA,NA,54,"Boston Scott",113
2019,11,"11/17/2019",4,"11:56",2019111706,3290,"TB","NO",17,27,"(11:56) B.Pinion punts 46 yards to NO 13, Center-Z.Triner. A.Kamara ran ob at NO 18 for 5 yards (T.Logan). PENALTY on TB-T.Logan, Unsportsmanlike Conduct, 15 yards, enforced at NO 18.","UNSd",-15,"TB 22",46,"Alvin Kamara",99
2019,11,"11/17/2019",4,"13:42",2019111709,3020,"CIN","OAK",10,14,"(13:42) K.Huber punts 56 yards to OAK 34, Center-C.Harris. T.Davis to OAK 34 for no gain (B.Wilson).",NA,NA,NA,56,"Trevor Davis",127
2019,11,"11/17/2019",4,"2:00",2019111701,4097,"ATL","CAR",29,3,"(2:00) R.Allen punts 50 yards to CAR 29, Center-J.Harris. D.Moore to CAR 35 for 6 yards (J.Grace; S.Neasman).",NA,NA,NA,50,"D.J. Moore",135
2019,11,"11/17/2019",4,"2:22",2019111708,4210,"ARI","SF",26,23,"(2:22) A.Lee punts 52 yards to SF 29, Center-A.Brewer. R.James Jr. to SF 35 for 6 yards (C.Washington).",NA,NA,NA,52,"Richie James",108
2019,11,"11/17/2019",4,"3:14",2019111707,4199,"NYJ","WAS",34,11,"(3:14) L.Edwards punts 43 yards to NYJ 49, Center-T.Hennessy. T.Quinn to NYJ 49 for no gain (M.Canady).",NA,NA,NA,43,"Trey Quinn",95
2019,11,"11/17/2019",4,"4:17",2019111710,3914,"NE","PHI",17,10,"(4:17) J.Bailey punts 55 yards to PHI 6, Center-J.Cardona. B.Scott to PHI 12 for 6 yards (J.Bentley). PENALTY on PHI-R.Ford, Illegal Block Above the Waist, 6 yards, enforced at PHI 12.","IBW",6,"PHI 36",55,"Boston Scott",119
2019,11,"11/18/2019",4,"12:26",2019111800,3359,"LAC","KC",17,24,"(12:26) (Punt formation) T.Long punts 49 yards to KC 15, Center-C.Mazza. M.Hardman to KC 22 for 7 yards (T.Pope).",NA,NA,NA,49,"Mecole Hardman",114
2019,11,"11/18/2019",4,"6:18",2019111800,3705,"LAC","KC",17,24,"(6:18) (Punt formation) T.Long punts 59 yards to KC 27, Center-C.Mazza. M.Hardman ran ob at KC 42 for 15 yards (D.Watt).",NA,NA,NA,59,"Mecole Hardman",122
2019,12,"11/21/2019",1,"3:24",2019112100,622,"IND","HOU",0,0,"(3:24) R.Sanchez punts 48 yards to HOU 33, Center-L.Rhodes. D.Carter pushed ob at HOU 46 for 13 yards (C.Geathers). Punt Hangtime - 4.47s",NA,NA,NA,48,"DeAndre Carter",136
2019,12,"11/21/2019",2,"8:15",2019112100,1223,"IND","HOU",0,3,"(8:15) R.Sanchez punts 50 yards to HOU 24, Center-L.Rhodes. D.Carter to HOU 34 for 10 yards (B.Okereke; C.Geathers). FUMBLES (B.Okereke), recovered by HOU-J.Martin at HOU 35. Punt Hangtime - 4.5s",NA,NA,NA,50,"DeAndre Carter",140
2019,12,"11/24/2019",1,"1:25",2019112410,938,"GB","SF",0,10,"(1:25) J.Scott punts 41 yards to SF 37, Center-H.Bradley. R.James Jr. to SF 37 for no gain (J.Jackson).",NA,NA,NA,41,"Richie James",93
2019,12,"11/24/2019",1,"11:38",2019112402,299,"CHI","NYG",0,0,"(11:38) (Punt formation) P.O'Donnell punts 45 yards to NYG 39, Center-P.Scales. G.Tate to NYG 44 for 5 yards (S.McManis). PENALTY on NYG-E.Penny, Offensive Holding, 10 yards, enforced at NYG 39.","OH",10,"NYG 39",45,"Golden Tate",120
2019,12,"11/24/2019",1,"11:39",2019112410,325,"GB","SF",0,7,"(11:39) J.Scott punts 41 yards to SF 28, Center-H.Bradley. R.James Jr. pushed ob at SF 38 for 10 yards (J.Williams).",NA,NA,NA,41,"Richie James",124
2019,12,"11/24/2019",1,"13:33",2019112411,135,"PHI","SEA",0,0,"(13:33) C.Johnston punts 44 yards to SEA 16, Center-R.Lovato. D.Moore to SEA 22 for 6 yards (A.Singleton).",NA,NA,NA,44,"David Moore",110
2019,12,"11/24/2019",1,"4:04",2019112408,587,"JAX","TEN",0,0,"(4:04) (Punt formation) L.Cooke punts 55 yards to TEN 36, Center-M.Orzech. A.Humphries to TEN 37 for 1 yard (M.Walker).",NA,NA,NA,55,"Adam Humphries",125
2019,12,"11/24/2019",1,"5:46",2019112404,713,"CLE","MIA",7,0,"(5:46) (Punt formation) J.Gillan punts 37 yards to MIA 28, Center-C.Hughlett. M.Sherels pushed ob at MIA 34 for 6 yards (J.Burris). PENALTY on MIA-J.Wiltz, Illegal Block Above the Waist, 10 yards, enforced at MIA 28.","IBW",10,"MIA 33",37,"Marcus Sherels",125
2019,12,"11/24/2019",1,"8:50",2019112404,508,"MIA","CLE",0,7,"(8:50) M.Haack punts 50 yards to CLE 17, Center-T.Pepper. D.Hilliard to CLE 23 for 6 yards (P.Laird; W.Aikens).",NA,NA,NA,50,"Dontrell Hilliard",127
